date,open,high,low,close,volume,ma5,ma20,price_div_ma5,price_div_ma20,rsi,money_flow_proxy,atr,macd,macd_signal,macd_hist,macd_bullish,bb_upper,bb_lower,bb_pct_b,kdj_k,kdj_d,kdj_j,ma5_vol,vol_div_ma5_vol
2019-11-26,177.5772,179.9512,177.5772,178.1469,74549578.0,185.87678,188.478695,0.9987740265352133,1.0499796807273098,64.81478271420897,17890014.568912737,4.646292857142855,0.0,0.0,0.0,0.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,46617101.8,0.5704414039741956
2019-11-27,180.426,185.4589,179.7613,183.4648,53617241.0,185.87678,188.478695,0.9987740265352133,1.0499796807273098,64.81478271420897,28596614.706332605,4.646292857142855,0.42421994301994914,0.08484398860398984,0.3393759544159593,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,46617101.8,0.5704414039741956
2019-11-28,187.0733,193.9105,186.9783,193.7206,41816834.0,185.87678,188.478695,0.9987740265352133,1.0499796807273098,64.81478271420897,40098243.07553145,4.646292857142855,1.569878075664974,0.3818508060161867,1.1880272696487872,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,46617101.8,0.5704414039741956
2019-11-29,193.7206,194.4802,187.5481,188.4027,36509531.0,185.87678,188.478695,0.9987740265352133,1.0499796807273098,64.81478271420897,-28007967.99020492,4.646292857142855,2.025363187273882,0.7105532822677258,1.3148099050061564,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,46617101.8,0.5704414039741956
2019-12-02,188.0229,188.8775,184.2244,185.6489,26592325.0,185.87678,188.478695,0.9987740265352133,1.0499796807273098,64.81478271420897,-13567337.807053348,4.646292857142855,2.1394673267136284,0.9963360911569065,1.143131235556722,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,46617101.8,0.5704414039741956
2019-12-03,182.0403,184.4144,180.8058,182.895,19911922.0,186.8264,188.478695,0.9789569354224028,1.0499796807273098,64.81478271420897,4716155.776035079,4.646292857142855,1.984799432238077,1.1940287593731407,0.7907706728649364,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,35689570.6,0.5579199095211305
2019-12-04,180.426,181.9454,179.0016,179.4764,19276308.0,186.02872000000002,188.478695,0.9647779117116969,1.0499796807273098,64.81478271420897,-6218079.379305477,4.646292857142855,1.5682932535778775,1.268881658214088,0.2994115953637895,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,28821384.0,0.6688196514088289
2019-12-05,181.7555,184.0345,181.2807,182.7051,17932572.0,183.82562,188.478695,0.9939044405235788,1.0499796807273098,64.81478271420897,6183735.337061326,4.646292857142855,1.4816585750996296,1.3114370415911965,0.17022153350843316,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,24044531.6,0.7458066681573451
2019-12-06,186.2186,188.1178,185.5539,187.5481,19205791.0,183.6547,188.478695,1.0211995663601314,1.0499796807273098,64.81478271420897,9959085.430203995,4.646292857142855,1.78323358683204,1.4057963506393651,0.3774372361926748,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,52.996312291703646,50.998770763901206,56.991395347308526,20583783.6,0.9330544555472299
2019-12-09,187.0733,188.3078,186.1237,186.6934,8558132.0,183.86360000000002,188.478695,1.0153907570612126,1.0499796807273098,64.81478271420897,-1488592.2562153628,4.646292857142855,1.9310073585673422,1.5108385522249606,0.42016880634238163,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,51.89524976153588,51.2975970964461,53.09055509171546,16976945.0,0.5041031822863301
2019-12-10,185.1741,186.5985,183.9396,185.5539,6639899.0,184.39538,188.478695,1.0062828038316363,1.0499796807273098,64.81478271420897,948449.9756289957,4.646292857142855,1.9338784633905277,1.5954465344580742,0.33843192893245355,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,48.707282439794696,50.43415887756229,45.253529564259495,14322540.4,0.4635978544700073
2019-12-11,186.3136,188.4027,185.5539,187.643,6534411.0,186.0287,188.478695,1.0086776932806605,1.0499796807273098,64.81478271420897,3049300.050336955,4.646292857142855,2.0807412553358517,1.6925054786336298,0.388235776702222,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,51.080870447913306,50.64972940101262,51.94315254171468,11774161.0,0.5549789067773067
2019-12-12,189.5423,191.0616,189.5423,190.112,8825275.0,187.51008000000002,188.478695,1.0138761606842681,1.0499796807273098,64.81478271420897,3309260.295859867,4.646292857142855,2.369049810217973,1.8278143449504984,0.5412354652674747,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,64.762592460024,55.354017087349746,83.5797432053725,9952701.6,0.8867215510610708
2019-12-13,192.581,192.7709,189.3523,191.8213,18576570.0,188.36471999999998,188.478695,1.0183504639297636,1.0499796807273098,64.81478271420897,-4128187.0441115233,4.646292857142855,2.704289278456457,2.0031093316516904,0.7011799468047668,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,74.20956109411557,61.63919842293835,99.35028643647001,9826857.4,1.8903876635067483
2019-12-16,191.4415,192.581,189.9221,190.8717,6616578.0,189.20038,188.478695,1.0088335974800897,1.0499796807273098,63.508050818669766,-1417927.0165857787,4.666642857142855,2.8603716050996297,2.1745617863412785,0.6858098187583512,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,78.20870630427619,67.16236771671763,100.30138347939334,9438546.6,0.7010166162658984
2019-12-17,192.9609,195.4298,192.0113,193.5306,11225195.0,190.79572,188.478695,1.0143340741605735,1.0499796807273098,61.324698819579766,1870701.6502851606,4.469935714285711,3.162167483750551,2.372082925823133,0.7900845579274178,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,80.9982169122575,71.77431744856425,99.44601583964402,10355605.8,1.0839727985783312
2019-12-18,193.5306,193.5306,191.4415,192.3911,8179646.0,191.74534,188.478695,1.0033678002292,1.0499796807273098,48.118214887262745,-4461589.49643386,3.87303571428571,3.2716808646451625,2.552002513587539,0.7196783510576235,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,78.51680631989119,74.02181373900656,87.50679148166043,10684652.8,0.7655509405041219
2019-12-19,193.7206,195.05,192.3911,194.4802,7525360.0,192.61898,188.478695,1.0096627030212704,1.0499796807273098,59.467484196194604,2149860.2640189584,3.5678071428571405,3.4868496859768925,2.73897194806541,0.7478777379114825,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,82.92305953344668,76.98889567048658,94.79138725936684,10424669.8,0.7218799390653121
2019-12-20,194.6702,197.8988,194.4802,196.5694,16804751.0,193.5686,188.478695,1.0155025143540843,1.0499796807273098,67.37157237346536,9335863.540396696,3.4796285714285693,3.7823528971515827,2.947648137882645,0.8347047592689378,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,85.44088355776304,79.8062249662454,96.71020074079831,10070306.0,1.6687428366129093
2019-12-23,198.4686,199.6081,197.3291,197.8988,9892858.0,194.97402,188.478695,1.0150008703723705,1.0499796807273098,74.99999999999997,-2473431.5438350844,3.3507428571428557,4.0768177731756055,3.173482064941237,0.9033357082343683,1.0,199.49874798286524,177.45864201713474,0.9274074278339244,86.23985549740826,81.95076847663302,94.81802953895874,10725562.0,0.9223626696671
2019-12-24,199.2283,200.3678,198.4686,199.7981,7770434.0,196.22752,189.561255,1.018196122541833,1.0540028340707073,85.66674740156483,2331293.856992505,3.2489999999999974,4.412575521933178,3.4213007563396256,0.9912747655935523,1.0,200.56165370425273,178.56085629574724,0.9652942713813846,89.10263587561172,84.33472427629258,98.63845907425002,10034609.8,0.7743633439538425
